invoice_id,Branch,City,category, unit_price ,quantity,date,time,payment_method,rating,profit_margin, Revenue , Profit 
8819,WALM086,Rosenberg,Home and lifestyle,$84.00 ,2,15/11/22,11:05:00 AM,Cash,6,0.33,$168.00 ,$55.44 
8820,WALM069,Rockwall,Fashion accessories,$73.00 ,3,1/12/2023,3:29:00 PM,Cash,5,0.33,$219.00 ,$72.27 
8821,WALM084,Schertz,Home and lifestyle,$65.00 ,1,21/11/22,7:13:00 AM,Cash,5,0.33,$65.00 ,$21.45 
8822,WALM058,Port Arthur,Fashion accessories,$61.00 ,2,10/11/2021,10:45:00 AM,Cash,6,0.33,$122.00 ,$40.26 
8823,WALM075,San Marcos,Home and lifestyle,$36.00 ,2,19/11/21,2:13:00 PM,Cash,4,0.33,$72.00 ,$23.76 
8824,WALM087,Waxahachie,Fashion accessories,$56.00 ,2,6/11/2020,11:10:00 AM,Cash,3,0.33,$112.00 ,$36.96 
8825,WALM073,Seguin,Home and lifestyle,$21.00 ,1,20/11/21,6:40:00 AM,Cash,5,0.33,$21.00 ,$6.93 
8826,WALM035,San Angelo,Fashion accessories,$36.00 ,2,1/11/2020,12:17:00 PM,Cash,6,0.48,$72.00 ,$34.56 
8827,WALM030,Richardson,Home and lifestyle,$57.00 ,2,20/11/22,8:30:00 AM,Cash,4,0.48,$114.00 ,$54.72 
8828,WALM084,Schertz,Fashion accessories,$70.00 ,2,19/11/23,3:10:00 PM,Cash,3,0.33,$140.00 ,$46.20 
8829,WALM003,San Antonio,Home and lifestyle,$50.00 ,2,24/12/22,12:28:00 PM,Cash,7,0.48,$100.00 ,$48.00 
8830,WALM056,Rowlett,Fashion accessories,$21.00 ,3,10/11/2022,11:48:00 AM,Cash,3,0.33,$63.00 ,$20.79 
8831,WALM073,Seguin,Home and lifestyle,$69.00 ,2,7/12/2023,9:58:00 AM,Cash,7,0.33,$138.00 ,$45.54 
8832,WALM030,Richardson,Fashion accessories,$78.00 ,2,20/11/21,12:39:00 PM,Cash,6,0.48,$156.00 ,$74.88 
8833,WALM082,Weslaco,Home and lifestyle,$46.00 ,2,18/11/23,8:46:00 AM,Cash,7,0.33,$92.00 ,$30.36 
8834,WALM038,Sugar Land,Fashion accessories,$43.00 ,1,14/12/20,4:37:00 PM,Cash,4,0.48,$43.00 ,$20.64 
8835,WALM032,Tyler,Home and lifestyle,$71.00 ,1,13/12/21,10:14:00 AM,Cash,7,0.48,$71.00 ,$34.08 
8836,WALM056,Rowlett,Fashion accessories,$40.00 ,3,16/12/22,11:21:00 AM,Cash,6,0.33,$120.00 ,$39.60 
8837,WALM075,San Marcos,Home and lifestyle,$52.00 ,2,22/12/20,4:09:00 PM,Cash,6,0.33,$104.00 ,$34.32 
8838,WALM087,Waxahachie,Fashion accessories,$83.00 ,1,8/11/2023,4:29:00 PM,Cash,7,0.33,$83.00 ,$27.39 
8839,WALM025,Waco,Home and lifestyle,$37.00 ,3,21/11/20,3:15:00 PM,Cash,7,0.48,$111.00 ,$53.28 
8840,WALM065,Texas City,Fashion accessories,$15.00 ,1,20/11/20,4:23:00 PM,Cash,3,0.33,$15.00 ,$4.95 
8841,WALM038,Sugar Land,Home and lifestyle,$52.00 ,1,19/12/23,6:58:00 AM,Cash,4,0.48,$52.00 ,$24.96 
8842,WALM035,San Angelo,Fashion accessories,$24.00 ,3,4/11/2021,1:17:00 PM,Cash,4,0.48,$72.00 ,$34.56 
8843,WALM054,Sherman,Home and lifestyle,$39.00 ,3,1/11/2021,7:16:00 AM,Cash,6,0.21,$117.00 ,$24.57 
8844,WALM073,Seguin,Fashion accessories,$77.00 ,2,1/11/2020,2:58:00 PM,Cash,4,0.33,$154.00 ,$50.82 
8845,WALM030,Richardson,Home and lifestyle,$69.00 ,3,25/12/22,12:26:00 PM,Cash,4,0.48,$207.00 ,$99.36 
8846,WALM055,Waxahachie,Fashion accessories,$63.00 ,1,15/11/20,3:13:00 PM,Cash,6,0.33,$63.00 ,$20.79 
8847,WALM032,Tyler,Home and lifestyle,$67.00 ,2,17/12/22,10:22:00 AM,Cash,5,0.48,$134.00 ,$64.32 
8848,WALM073,Seguin,Fashion accessories,$17.00 ,3,5/11/2022,3:00:00 PM,Cash,4,0.33,$51.00 ,$16.83 
8849,WALM035,San Angelo,Home and lifestyle,$38.00 ,1,8/12/2023,1:30:00 PM,Cash,7,0.48,$38.00 ,$18.24 
8850,WALM035,San Angelo,Fashion accessories,$64.00 ,2,9/11/2020,8:50:00 AM,Cash,6,0.48,$128.00 ,$61.44 
8851,WALM032,Tyler,Home and lifestyle,$60.00 ,2,1/12/2021,3:42:00 PM,Cash,7,0.48,$120.00 ,$57.60 
8852,WALM046,Temple,Fashion accessories,$20.00 ,2,23/11/23,4:05:00 PM,Cash,3,0.48,$40.00 ,$19.20 
8853,WALM054,Sherman,Home and lifestyle,$26.00 ,1,10/11/2020,2:53:00 PM,Cash,6,0.21,$26.00 ,$5.46 
8854,WALM074,Weslaco,Fashion accessories,$62.00 ,2,12/11/2023,2:37:00 PM,Cash,5,0.33,$124.00 ,$40.92 
8855,WALM058,Port Arthur,Home and lifestyle,$46.00 ,2,21/11/21,7:38:00 AM,Cash,5,0.33,$92.00 ,$30.36 
8856,WALM009,Plano,Fashion accessories,$25.00 ,2,1/12/2021,9:16:00 AM,Cash,4,0.48,$50.00 ,$24.00 
8857,WALM050,Victoria,Home and lifestyle,$76.00 ,2,17/12/23,12:41:00 PM,Credit card,3,0.48,$152.00 ,$72.96 
8858,WALM089,Southlake,Fashion accessories,$51.00 ,3,11/11/2022,6:10:00 AM,Cash,4,0.33,$153.00 ,$50.49 
8859,WALM073,Seguin,Home and lifestyle,$71.00 ,2,24/12/21,1:39:00 PM,Cash,3,0.33,$142.00 ,$46.86 
8860,WALM038,Sugar Land,Fashion accessories,$51.00 ,2,5/12/2021,10:19:00 AM,Cash,4,0.48,$102.00 ,$48.96 
8861,WALM009,Plano,Home and lifestyle,$64.00 ,2,15/11/20,2:12:00 PM,Cash,5,0.48,$128.00 ,$61.44 
8862,WALM086,Rosenberg,Fashion accessories,$58.00 ,2,7/9/2021,1:37:00 PM,Cash,6,0.33,$116.00 ,$38.28 
8863,WALM069,Rockwall,Home and lifestyle,$84.00 ,3,27/07/23,10:54:00 AM,Cash,6,0.33,$252.00 ,$83.16 
8864,WALM075,San Marcos,Fashion accessories,$25.00 ,2,24/07/20,3:46:00 PM,Cash,5,0.33,$50.00 ,$16.50 
8865,WALM099,Weatherford,Home and lifestyle,$17.00 ,3,13/04/23,2:30:00 PM,Cash,5,0.18,$51.00 ,$9.18 
8866,WALM099,Weatherford,Fashion accessories,$61.00 ,3,26/04/22,1:25:00 PM,Cash,5,0.18,$183.00 ,$32.94 
8867,WALM084,Schertz,Home and lifestyle,$34.00 ,2,7/8/2022,4:55:00 PM,Cash,4,0.33,$68.00 ,$22.44 
8868,WALM038,Sugar Land,Fashion accessories,$72.00 ,1,15/10/23,9:31:00 AM,Cash,3,0.48,$72.00 ,$34.56 
8869,WALM082,Weslaco,Home and lifestyle,$64.00 ,3,17/06/22,7:25:00 AM,Cash,6,0.33,$192.00 ,$63.36 
8870,WALM073,Seguin,Fashion accessories,$57.00 ,1,15/09/22,8:36:00 AM,Cash,4,0.33,$57.00 ,$18.81 
8871,WALM055,Waxahachie,Home and lifestyle,$34.00 ,3,6/1/2023,10:52:00 AM,Cash,3,0.33,$102.00 ,$33.66 
8872,WALM030,Richardson,Fashion accessories,$24.00 ,1,16/03/22,11:38:00 AM,Cash,7,0.48,$24.00 ,$11.52 
8873,WALM086,Rosenberg,Home and lifestyle,$58.00 ,3,1/2/2022,2:34:00 PM,Cash,6,0.33,$174.00 ,$57.42 
8874,WALM003,San Antonio,Fashion accessories,$52.00 ,2,8/3/2020,6:47:00 AM,Cash,6,0.48,$104.00 ,$49.92 
8875,WALM069,Rockwall,Home and lifestyle,$15.00 ,1,24/09/21,10:23:00 AM,Cash,3,0.33,$15.00 ,$4.95 
8876,WALM058,Port Arthur,Fashion accessories,$61.00 ,3,17/12/20,4:32:00 PM,Cash,6,0.33,$183.00 ,$60.39 
8877,WALM084,Schertz,Home and lifestyle,$41.00 ,1,15/07/20,9:17:00 AM,Cash,7,0.33,$41.00 ,$13.53 
8878,WALM099,Weatherford,Fashion accessories,$48.00 ,2,4/4/2021,1:15:00 PM,Cash,3,0.18,$96.00 ,$17.28 
8879,WALM050,Victoria,Home and lifestyle,$36.00 ,3,14/06/22,1:15:00 PM,Credit card,4,0.48,$108.00 ,$51.84 
8880,WALM058,Port Arthur,Fashion accessories,$57.00 ,2,15/09/21,4:11:00 PM,Cash,6,0.33,$114.00 ,$37.62 
8881,WALM046,Temple,Home and lifestyle,$56.00 ,3,21/09/23,8:24:00 AM,Cash,3,0.48,$168.00 ,$80.64 
8882,WALM032,Tyler,Fashion accessories,$54.00 ,3,9/3/2021,11:54:00 AM,Cash,7,0.48,$162.00 ,$77.76 
8883,WALM082,Weslaco,Home and lifestyle,$27.00 ,1,23/09/23,10:41:00 AM,Cash,5,0.33,$27.00 ,$8.91 
8884,WALM087,Waxahachie,Fashion accessories,$68.00 ,1,17/12/23,6:18:00 AM,Cash,3,0.33,$68.00 ,$22.44 
8885,WALM065,Texas City,Home and lifestyle,$28.00 ,1,27/11/20,12:53:00 PM,Cash,3,0.33,$28.00 ,$9.24 
8886,WALM054,Sherman,Fashion accessories,$42.00 ,1,26/08/22,8:25:00 AM,Cash,7,0.21,$42.00 ,$8.82 
8887,WALM056,Rowlett,Home and lifestyle,$80.00 ,2,9/4/2022,10:26:00 AM,Cash,7,0.33,$160.00 ,$52.80 
8888,WALM075,San Marcos,Fashion accessories,$68.00 ,3,27/10/22,10:38:00 AM,Cash,6,0.33,$204.00 ,$67.32 
8889,WALM038,Sugar Land,Home and lifestyle,$37.00 ,2,15/02/22,7:32:00 AM,Cash,3,0.48,$74.00 ,$35.52 
8890,WALM069,Rockwall,Fashion accessories,$82.00 ,1,2/4/2021,9:08:00 AM,Cash,4,0.33,$82.00 ,$27.06 
8891,WALM032,Tyler,Home and lifestyle,$53.00 ,2,5/1/2020,4:07:00 PM,Cash,5,0.48,$106.00 ,$50.88 
8892,WALM029,Round Rock,Fashion accessories,$48.00 ,1,30/04/21,10:21:00 AM,Cash,3,0.48,$48.00 ,$23.04 
8893,WALM050,Victoria,Home and lifestyle,$63.00 ,3,14/12/23,11:08:00 AM,Credit card,5,0.48,$189.00 ,$90.72 
8894,WALM054,Sherman,Fashion accessories,$17.00 ,3,22/08/22,8:23:00 AM,Cash,6,0.21,$51.00 ,$10.71 
8895,WALM038,Sugar Land,Home and lifestyle,$81.00 ,1,2/3/2022,1:29:00 PM,Cash,6,0.48,$81.00 ,$38.88 
8896,WALM025,Waco,Fashion accessories,$42.00 ,2,1/8/2020,3:12:00 PM,Cash,7,0.48,$84.00 ,$40.32 
8897,WALM089,Southlake,Home and lifestyle,$53.00 ,2,1/10/2023,7:10:00 AM,Cash,3,0.33,$106.00 ,$34.98 
8898,WALM035,San Angelo,Fashion accessories,$81.00 ,1,19/05/22,10:38:00 AM,Cash,5,0.48,$81.00 ,$38.88 
8899,WALM099,Weatherford,Home and lifestyle,$58.00 ,3,1/10/2022,11:16:00 AM,Cash,5,0.18,$174.00 ,$31.32 
8900,WALM054,Sherman,Fashion accessories,$83.00 ,3,16/11/23,9:33:00 AM,Cash,3,0.21,$249.00 ,$52.29 
8901,WALM009,Plano,Home and lifestyle,$36.00 ,3,26/09/21,10:48:00 AM,Cash,4,0.48,$108.00 ,$51.84 
8902,WALM046,Temple,Fashion accessories,$41.00 ,1,25/12/23,8:50:00 AM,Cash,4,0.48,$41.00 ,$19.68 
8903,WALM086,Rosenberg,Home and lifestyle,$23.00 ,3,29/12/23,10:58:00 AM,Cash,3,0.33,$69.00 ,$22.77 
8904,WALM074,Weslaco,Fashion accessories,$82.00 ,2,20/01/23,10:04:00 AM,Cash,4,0.33,$164.00 ,$54.12 
8905,WALM073,Seguin,Home and lifestyle,$36.00 ,1,4/6/2020,4:31:00 PM,Cash,3,0.33,$36.00 ,$11.88 
8906,WALM065,Texas City,Fashion accessories,$34.00 ,3,11/6/2023,11:20:00 AM,Cash,4,0.33,$102.00 ,$33.66 
8907,WALM075,San Marcos,Home and lifestyle,$38.00 ,2,13/07/21,1:41:00 PM,Cash,6,0.33,$76.00 ,$25.08 
8908,WALM075,San Marcos,Fashion accessories,$83.00 ,1,24/07/23,10:27:00 AM,Cash,5,0.33,$83.00 ,$27.39 
8909,WALM029,Round Rock,Home and lifestyle,$52.00 ,1,23/06/22,9:55:00 AM,Cash,6,0.48,$52.00 ,$24.96 
8910,WALM069,Rockwall,Fashion accessories,$35.00 ,3,2/11/2021,9:14:00 AM,Cash,3,0.33,$105.00 ,$34.65 
8911,WALM029,Round Rock,Home and lifestyle,$62.00 ,2,3/3/2022,7:02:00 AM,Cash,3,0.48,$124.00 ,$59.52 
8912,WALM035,San Angelo,Fashion accessories,$74.00 ,3,1/5/2021,2:47:00 PM,Cash,3,0.48,$222.00 ,$106.56 
8913,WALM038,Sugar Land,Home and lifestyle,$22.00 ,1,27/07/23,2:32:00 PM,Cash,5,0.48,$22.00 ,$10.56 
8914,WALM025,Waco,Fashion accessories,$85.00 ,1,9/5/2023,1:16:00 PM,Cash,5,0.48,$85.00 ,$40.80 
8915,WALM003,San Antonio,Home and lifestyle,$35.00 ,1,2/3/2020,8:47:00 AM,Cash,5,0.48,$35.00 ,$16.80 
8916,WALM099,Weatherford,Fashion accessories,$55.00 ,2,11/4/2020,2:06:00 PM,Cash,4,0.18,$110.00 ,$19.80 
8917,WALM099,Weatherford,Home and lifestyle,$28.00 ,2,28/06/20,4:09:00 PM,Cash,7,0.18,$56.00 ,$10.08 
8918,WALM032,Tyler,Fashion accessories,$69.00 ,3,18/12/21,9:57:00 AM,Cash,6,0.48,$207.00 ,$99.36 
8919,WALM075,San Marcos,Home and lifestyle,$64.00 ,3,22/03/23,4:18:00 PM,Cash,3,0.33,$192.00 ,$63.36 
8920,WALM029,Round Rock,Fashion accessories,$79.00 ,3,19/02/22,10:16:00 AM,Cash,6,0.48,$237.00 ,$113.76 
8921,WALM003,San Antonio,Home and lifestyle,$60.00 ,2,26/06/21,9:27:00 AM,Cash,4,0.48,$120.00 ,$57.60 
8922,WALM046,Temple,Fashion accessories,$20.00 ,3,7/12/2023,6:28:00 AM,Cash,6,0.48,$60.00 ,$28.80 
8923,WALM089,Southlake,Home and lifestyle,$26.00 ,3,21/04/21,4:56:00 PM,Cash,5,0.33,$78.00 ,$25.74 
8924,WALM087,Waxahachie,Fashion accessories,$25.00 ,2,20/04/20,8:11:00 AM,Cash,7,0.33,$50.00 ,$16.50 
8925,WALM058,Port Arthur,Home and lifestyle,$83.00 ,2,14/06/20,3:36:00 PM,Cash,6,0.33,$166.00 ,$54.78 
8926,WALM084,Schertz,Fashion accessories,$20.00 ,3,11/1/2020,10:01:00 AM,Cash,4,0.33,$60.00 ,$19.80 
8927,WALM065,Texas City,Home and lifestyle,$78.00 ,1,9/2/2021,9:53:00 AM,Cash,4,0.33,$78.00 ,$25.74 
8928,WALM050,Victoria,Fashion accessories,$72.00 ,3,29/01/20,10:40:00 AM,Credit card,7,0.48,$216.00 ,$103.68 
8929,WALM084,Schertz,Home and lifestyle,$78.00 ,3,4/12/2023,1:09:00 PM,Cash,6,0.33,$234.00 ,$77.22 
8930,WALM058,Port Arthur,Fashion accessories,$56.00 ,2,10/5/2020,2:40:00 PM,Cash,3,0.33,$112.00 ,$36.96 
8931,WALM056,Rowlett,Home and lifestyle,$67.00 ,1,30/10/23,4:44:00 PM,Cash,3,0.33,$67.00 ,$22.11 
8932,WALM074,Weslaco,Fashion accessories,$63.00 ,2,20/03/20,12:17:00 PM,Cash,4,0.33,$126.00 ,$41.58 
8933,WALM030,Richardson,Home and lifestyle,$36.00 ,3,9/1/2023,10:33:00 AM,Cash,3,0.48,$108.00 ,$51.84 
8934,WALM054,Sherman,Fashion accessories,$31.00 ,1,15/05/20,12:02:00 PM,Cash,5,0.21,$31.00 ,$6.51 
8935,WALM082,Weslaco,Home and lifestyle,$59.00 ,1,23/06/23,2:41:00 PM,Cash,5,0.33,$59.00 ,$19.47 
8936,WALM069,Rockwall,Fashion accessories,$49.00 ,1,11/3/2020,1:53:00 PM,Cash,7,0.33,$49.00 ,$16.17 
8937,WALM046,Temple,Home and lifestyle,$60.00 ,2,23/09/22,1:00:00 PM,Cash,4,0.48,$120.00 ,$57.60 
8938,WALM035,San Angelo,Fashion accessories,$34.00 ,2,27/09/21,2:08:00 PM,Cash,3,0.48,$68.00 ,$32.64 
8939,WALM046,Temple,Home and lifestyle,$77.00 ,2,12/7/2021,12:09:00 PM,Cash,7,0.48,$154.00 ,$73.92 
8940,WALM035,San Angelo,Fashion accessories,$43.00 ,1,17/05/23,2:16:00 PM,Cash,5,0.48,$43.00 ,$20.64 
8941,WALM086,Rosenberg,Home and lifestyle,$63.00 ,2,22/05/23,10:57:00 AM,Cash,3,0.33,$126.00 ,$41.58 
8942,WALM035,San Angelo,Fashion accessories,$16.00 ,2,13/12/23,4:13:00 PM,Cash,6,0.48,$32.00 ,$15.36 
8943,WALM087,Waxahachie,Home and lifestyle,$68.00 ,3,5/10/2021,2:23:00 PM,Cash,7,0.33,$204.00 ,$67.32 
8944,WALM089,Southlake,Fashion accessories,$66.00 ,2,10/8/2022,11:16:00 AM,Cash,3,0.33,$132.00 ,$43.56 
8945,WALM073,Seguin,Home and lifestyle,$70.00 ,3,9/7/2021,11:47:00 AM,Cash,5,0.33,$210.00 ,$69.30 
8946,WALM058,Port Arthur,Fashion accessories,$43.00 ,3,17/09/23,7:59:00 AM,Cash,6,0.33,$129.00 ,$42.57 
8947,WALM074,Weslaco,Home and lifestyle,$66.00 ,2,18/08/20,10:13:00 AM,Cash,4,0.33,$132.00 ,$43.56 
8948,WALM055,Waxahachie,Fashion accessories,$21.00 ,1,3/5/2020,6:20:00 AM,Cash,6,0.33,$21.00 ,$6.93 
8949,WALM099,Weatherford,Home and lifestyle,$66.00 ,2,27/10/21,1:20:00 PM,Cash,4,0.18,$132.00 ,$23.76 
8950,WALM087,Waxahachie,Fashion accessories,$64.00 ,1,23/02/20,12:17:00 PM,Cash,5,0.33,$64.00 ,$21.12 
8951,WALM032,Tyler,Home and lifestyle,$45.00 ,2,10/11/2020,7:43:00 AM,Cash,5,0.48,$90.00 ,$43.20 
8952,WALM075,San Marcos,Fashion accessories,$82.00 ,3,22/10/20,12:25:00 PM,Cash,5,0.33,$246.00 ,$81.18 
8953,WALM046,Temple,Home and lifestyle,$26.00 ,1,3/3/2023,10:05:00 AM,Cash,7,0.48,$26.00 ,$12.48 
8954,WALM035,San Angelo,Fashion accessories,$77.00 ,3,10/8/2020,11:24:00 AM,Cash,6,0.48,$231.00 ,$110.88 
8955,WALM086,Rosenberg,Home and lifestyle,$36.00 ,2,7/4/2022,9:55:00 AM,Cash,6,0.33,$72.00 ,$23.76 
8956,WALM038,Sugar Land,Fashion accessories,$31.00 ,3,29/10/20,4:36:00 PM,Cash,5,0.48,$93.00 ,$44.64 
8957,WALM086,Rosenberg,Home and lifestyle,$39.00 ,1,19/07/22,12:28:00 PM,Cash,4,0.33,$39.00 ,$12.87 
8958,WALM003,San Antonio,Fashion accessories,$29.00 ,1,12/9/2023,11:08:00 AM,Cash,4,0.48,$29.00 ,$13.92 
8959,WALM030,Richardson,Home and lifestyle,$56.00 ,3,4/9/2022,11:24:00 AM,Cash,5,0.48,$168.00 ,$80.64 
8960,WALM075,San Marcos,Fashion accessories,$77.00 ,3,18/09/20,1:42:00 PM,Cash,6,0.33,$231.00 ,$76.23 
8961,WALM056,Rowlett,Home and lifestyle,$58.00 ,3,5/5/2020,7:20:00 AM,Cash,3,0.33,$174.00 ,$57.42 
8962,WALM003,San Antonio,Fashion accessories,$69.00 ,1,4/11/2022,11:36:00 AM,Cash,4,0.48,$69.00 ,$33.12 
8963,WALM074,Weslaco,Home and lifestyle,$44.00 ,1,20/08/21,12:25:00 PM,Cash,7,0.33,$44.00 ,$14.52 
8964,WALM089,Southlake,Fashion accessories,$22.00 ,1,3/9/2022,4:17:00 PM,Cash,3,0.33,$22.00 ,$7.26 
8965,WALM035,San Angelo,Home and lifestyle,$25.00 ,2,10/7/2023,4:19:00 PM,Cash,5,0.48,$50.00 ,$24.00 
8966,WALM065,Texas City,Fashion accessories,$22.00 ,1,24/02/23,6:18:00 AM,Cash,7,0.33,$22.00 ,$7.26 
8967,WALM035,San Angelo,Home and lifestyle,$55.00 ,3,14/02/21,1:45:00 PM,Cash,4,0.48,$165.00 ,$79.20 
8968,WALM055,Waxahachie,Fashion accessories,$43.00 ,3,8/1/2022,9:55:00 AM,Cash,6,0.33,$129.00 ,$42.57 
8969,WALM074,Weslaco,Home and lifestyle,$76.00 ,1,24/07/21,8:28:00 AM,Cash,3,0.33,$76.00 ,$25.08 
8970,WALM065,Texas City,Fashion accessories,$46.00 ,2,1/6/2021,2:30:00 PM,Cash,4,0.33,$92.00 ,$30.36 
8971,WALM099,Weatherford,Home and lifestyle,$63.00 ,3,17/05/21,7:09:00 AM,Cash,6,0.18,$189.00 ,$34.02 
8972,WALM073,Seguin,Fashion accessories,$35.00 ,3,10/8/2020,9:20:00 AM,Cash,5,0.33,$105.00 ,$34.65 
8973,WALM032,Tyler,Home and lifestyle,$38.00 ,3,19/09/23,6:11:00 AM,Cash,3,0.48,$114.00 ,$54.72 
8974,WALM069,Rockwall,Fashion accessories,$59.00 ,2,7/3/2023,7:24:00 AM,Cash,5,0.33,$118.00 ,$38.94 
8975,WALM073,Seguin,Home and lifestyle,$37.00 ,3,29/09/23,8:50:00 AM,Cash,7,0.33,$111.00 ,$36.63 
8976,WALM074,Weslaco,Fashion accessories,$16.00 ,3,22/03/22,8:18:00 AM,Cash,3,0.33,$48.00 ,$15.84 
8977,WALM054,Sherman,Home and lifestyle,$77.00 ,3,6/6/2022,8:12:00 AM,Cash,6,0.21,$231.00 ,$48.51 
8978,WALM032,Tyler,Fashion accessories,$62.00 ,1,12/9/2022,7:43:00 AM,Cash,7,0.48,$62.00 ,$29.76 
8979,WALM058,Port Arthur,Home and lifestyle,$67.00 ,3,16/08/22,6:52:00 AM,Cash,3,0.33,$201.00 ,$66.33 
8980,WALM055,Waxahachie,Fashion accessories,$40.00 ,3,6/5/2021,12:04:00 PM,Cash,5,0.33,$120.00 ,$39.60 
8981,WALM074,Weslaco,Home and lifestyle,$29.00 ,2,11/12/2021,7:34:00 AM,Cash,4,0.33,$58.00 ,$19.14 
8982,WALM099,Weatherford,Fashion accessories,$84.00 ,3,19/04/23,1:55:00 PM,Cash,5,0.18,$252.00 ,$45.36 
8983,WALM086,Rosenberg,Home and lifestyle,$64.00 ,3,3/7/2021,12:27:00 PM,Cash,4,0.33,$192.00 ,$63.36 
8984,WALM087,Waxahachie,Fashion accessories,$55.00 ,1,14/08/23,3:30:00 PM,Cash,7,0.33,$55.00 ,$18.15 
8985,WALM089,Southlake,Home and lifestyle,$24.00 ,2,12/2/2020,2:20:00 PM,Cash,4,0.33,$48.00 ,$15.84 
8986,WALM056,Rowlett,Fashion accessories,$15.00 ,2,12/11/2021,1:18:00 PM,Cash,6,0.33,$30.00 ,$9.90 
8987,WALM032,Tyler,Home and lifestyle,$32.00 ,2,16/04/23,12:25:00 PM,Cash,5,0.48,$64.00 ,$30.72 
8988,WALM065,Texas City,Fashion accessories,$23.00 ,1,24/07/20,6:22:00 AM,Cash,5,0.33,$23.00 ,$7.59 
8989,WALM054,Sherman,Home and lifestyle,$43.00 ,1,17/11/22,1:50:00 PM,Cash,6,0.21,$43.00 ,$9.03 
8990,WALM038,Sugar Land,Fashion accessories,$27.00 ,3,8/10/2020,3:39:00 PM,Cash,5,0.48,$81.00 ,$38.88 
8991,WALM074,Weslaco,Home and lifestyle,$17.00 ,2,14/10/21,9:24:00 AM,Cash,5,0.33,$34.00 ,$11.22 
8992,WALM074,Weslaco,Fashion accessories,$69.00 ,2,12/3/2020,12:06:00 PM,Cash,3,0.33,$138.00 ,$45.54 
8993,WALM029,Round Rock,Home and lifestyle,$30.00 ,3,11/1/2020,4:42:00 PM,Cash,7,0.48,$90.00 ,$43.20 
8994,WALM030,Richardson,Fashion accessories,$68.00 ,3,15/10/23,3:56:00 PM,Cash,4,0.48,$204.00 ,$97.92 
8995,WALM099,Weatherford,Home and lifestyle,$79.00 ,2,19/02/21,4:50:00 PM,Cash,3,0.18,$158.00 ,$28.44 
8996,WALM030,Richardson,Fashion accessories,$76.00 ,2,3/3/2023,4:57:00 PM,Cash,3,0.48,$152.00 ,$72.96 
8997,WALM074,Weslaco,Home and lifestyle,$39.00 ,3,16/03/23,3:02:00 PM,Cash,5,0.33,$117.00 ,$38.61 
8998,WALM054,Sherman,Fashion accessories,$28.00 ,1,26/10/21,11:11:00 AM,Cash,6,0.21,$28.00 ,$5.88 
8999,WALM074,Weslaco,Home and lifestyle,$55.00 ,3,26/09/23,4:03:00 PM,Cash,6,0.33,$165.00 ,$54.45 
9000,WALM065,Texas City,Fashion accessories,$55.00 ,2,20/04/22,2:10:00 PM,Cash,5,0.33,$110.00 ,$36.30 
9001,WALM035,San Angelo,Home and lifestyle,$58.00 ,2,29/11/23,9:39:00 AM,Cash,7,0.48,$116.00 ,$55.68 
9002,WALM058,Port Arthur,Fashion accessories,$75.00 ,2,20/09/20,12:53:00 PM,Cash,3,0.33,$150.00 ,$49.50 
9003,WALM074,Weslaco,Home and lifestyle,$52.00 ,1,9/8/2022,4:35:00 PM,Cash,5,0.33,$52.00 ,$17.16 
9004,WALM074,Weslaco,Fashion accessories,$58.00 ,1,11/5/2021,9:41:00 AM,Cash,4,0.33,$58.00 ,$19.14 
9005,WALM029,Round Rock,Home and lifestyle,$75.00 ,3,2/3/2021,9:40:00 AM,Cash,6,0.48,$225.00 ,$108.00 
9006,WALM029,Round Rock,Fashion accessories,$81.00 ,1,19/06/21,10:36:00 AM,Cash,3,0.48,$81.00 ,$38.88 
9007,WALM056,Rowlett,Home and lifestyle,$35.00 ,2,21/04/20,4:48:00 PM,Cash,4,0.33,$70.00 ,$23.10 
9008,WALM032,Tyler,Fashion accessories,$17.00 ,3,5/11/2020,7:54:00 AM,Cash,6,0.48,$51.00 ,$24.48 
9009,WALM089,Southlake,Home and lifestyle,$24.00 ,1,6/2/2020,8:00:00 AM,Cash,4,0.33,$24.00 ,$7.92 
9010,WALM075,San Marcos,Fashion accessories,$69.00 ,3,27/10/23,11:48:00 AM,Cash,7,0.33,$207.00 ,$68.31 
9011,WALM069,Rockwall,Home and lifestyle,$39.00 ,3,10/4/2022,1:02:00 PM,Cash,4,0.33,$117.00 ,$38.61 
9012,WALM099,Weatherford,Fashion accessories,$65.00 ,1,15/10/21,6:08:00 AM,Cash,5,0.18,$65.00 ,$11.70 
9013,WALM025,Waco,Home and lifestyle,$31.00 ,3,7/12/2023,10:15:00 AM,Cash,7,0.48,$93.00 ,$44.64 
9014,WALM074,Weslaco,Fashion accessories,$20.00 ,3,11/12/2020,11:14:00 AM,Cash,3,0.33,$60.00 ,$19.80 
9015,WALM084,Schertz,Home and lifestyle,$61.00 ,1,15/09/20,11:32:00 AM,Cash,7,0.33,$61.00 ,$20.13 
9016,WALM089,Southlake,Fashion accessories,$26.00 ,2,3/11/2023,3:56:00 PM,Cash,7,0.33,$52.00 ,$17.16 
9017,WALM050,Victoria,Home and lifestyle,$23.00 ,3,30/08/21,1:27:00 PM,Credit card,4,0.48,$69.00 ,$33.12 
9018,WALM050,Victoria,Fashion accessories,$58.00 ,1,17/06/22,2:50:00 PM,Credit card,4,0.48,$58.00 ,$27.84 
